,userId,movieId,rating,timestamp
243,136,340,4.0,832450093
244,105,108981,4.5,1448647811
245,36,1892,3.5,1100803720
246,489,64839,4.5,1332774676
247,42,1653,5.0,996218645
248,261,112138,4.0,1404881144
249,419,64197,5.0,1321853498
250,169,4018,4.5,1059494065
251,219,2542,4.0,1194681112
252,177,8970,4.0,1435524692
253,251,2028,5.0,1470676715
254,318,79139,3.0,1325442047
255,448,1,5.0,1019126661
256,172,1210,4.5,1291065631
257,533,54995,5.0,1424754132
258,367,1958,2.0,997812356
259,522,106100,0.5,1449724936
260,561,485,2.5,1491091881
261,105,665,4.5,1447574325
262,414,43928,2.5,1216151152
263,567,59784,2.5,1525287840
264,232,8361,3.5,1218166628
265,202,1358,4.0,974924687
266,226,4229,1.0,1095695395
267,91,5060,2.0,1112713641
268,452,3751,5.0,1019585417
269,89,135887,4.5,1520408722
270,469,2376,3.0,965334492
271,562,1307,5.0,1368893691
272,348,541,5.0,1378850657
273,608,5952,4.5,1117407736
274,351,2624,3.5,1326209706
275,432,81562,3.5,1315242767
276,474,27815,3.5,1115387479
277,177,70183,4.0,1435837313
278,573,1213,4.5,1186589246
279,24,31696,3.0,1458941958
280,599,2792,2.0,1498510825
281,554,901,4.0,944900345
282,328,2011,3.0,1494210902
283,141,4447,2.5,1513132073
284,390,59995,4.0,1250337222
285,305,139644,3.5,1460223585
286,50,3949,3.0,1514238231
287,587,2870,3.0,953138201
288,246,224,3.5,1355956356
289,577,952,4.0,945965795
290,425,1909,3.0,1085490746
291,155,141,3.0,961860789
292,368,3706,3.0,971276111
293,491,63859,4.0,1526673194
294,41,4890,3.0,1458940253
295,542,1732,0.5,1163387651
296,603,2708,4.0,954482153
297,483,46976,3.5,1185098249
298,182,1271,4.0,1055156626
299,600,1394,2.5,1237858373
300,367,910,4.0,997811632
301,95,2528,4.0,1105401149
302,599,1959,3.0,1519139634
303,597,2542,5.0,940361870
304,168,923,5.0,1306801900
305,222,4718,3.5,1391353653
306,239,4008,4.0,1221147533
307,432,2712,3.5,1316392595
308,177,1274,2.0,1435535036
309,400,356,4.5,1498870483
310,357,39,4.5,1348612128
311,298,4757,2.5,1447599619
312,480,8131,3.5,1179163130
313,275,5218,2.0,1049077854
314,553,55765,5.0,1219559219
315,497,593,4.0,1429127162
316,414,3847,2.0,966612823
317,28,27788,1.0,1242290224
318,610,71732,3.5,1493848688
319,600,8533,3.0,1237714291
320,125,4738,4.0,1474412893
321,525,292,3.5,1476477448
322,380,21,2.0,1493422718
323,599,81834,3.0,1498525401
324,232,3646,2.5,1218170285
325,599,18,3.0,1498523048
326,256,4973,4.0,1446580198
327,318,65631,4.0,1432578762
328,380,6297,4.0,1494528673
329,105,95175,5.0,1447410800
330,105,110,3.5,1446571835
331,141,71535,3.5,1513130522
332,391,1256,5.0,1032388098
333,91,27873,2.5,1112712039
334,469,3638,3.0,965335788
335,298,1285,2.5,1466277275
336,511,56941,4.0,1522154660
337,610,73211,4.0,1493849294
338,524,25,3.0,851608466
339,54,589,3.0,839921161
340,583,99117,2.0,1481474293
341,219,2890,3.0,1194687991
342,125,73488,2.0,1474414479
343,314,410,3.0,834398302
344,274,2808,2.5,1172008248
345,387,43904,2.0,1202222935
346,599,159403,3.0,1498540287
347,331,6936,4.0,1537158301
348,437,587,3.0,859721815
349,225,3024,2.0,949111054
350,177,64839,3.5,1435524967
351,517,919,4.5,1487954346
352,129,1573,3.5,1167375444
353,369,2706,3.5,1237082046
354,64,2699,3.5,1161521114
355,555,1089,5.0,978840250
356,562,50,4.0,1368894758
357,265,1527,4.0,965315141
358,414,72998,4.0,1261503960
359,414,3566,4.0,974736698
360,610,4144,3.5,1493849433
361,570,5349,4.0,1181478738
362,47,145839,3.5,1496210199
363,57,2797,3.0,969753274
364,448,92439,2.0,1351539673
365,234,3287,2.0,1004409410
366,167,733,3.5,1154718955
367,562,4720,4.0,1368892832
368,448,8644,3.0,1154957003
369,125,1285,3.5,1474412064
370,517,48738,1.0,1487953684
371,19,378,3.0,965707419
372,600,2918,4.0,1237712451
373,288,42732,4.0,1155584865
374,109,442,3.0,841108301
375,170,590,4.0,840380828
376,149,1584,3.0,902084716
377,96,50,5.0,964773008
378,374,480,4.0,849089125
379,332,96610,3.5,1352673699
380,19,2700,4.0,965705845
381,610,1291,4.5,1493850234
382,135,1515,2.0,1009691491
383,32,1356,4.0,856736262
384,17,1252,4.0,1307262291
385,220,1580,5.0,1230055820
386,483,733,3.5,1204277189
387,62,49649,1.5,1523047091
388,600,2973,3.5,1237763846
389,603,269,3.0,963180041
390,221,7361,4.0,1111178504
391,257,16,3.5,1141625441
392,474,6339,3.5,1071496055
393,199,41997,4.5,1261364263
394,318,26073,5.0,1456619819
395,177,1251,3.0,1435536455
396,372,1213,5.0,874415832
397,10,59421,2.0,1455398002
398,169,2804,5.0,1059427150
399,122,53519,4.5,1461562360
400,19,1371,3.0,965709622
401,141,109487,5.0,1513129896
402,382,111659,4.0,1515161029
403,68,1722,4.0,1158532986
404,508,2011,4.0,1268298269
405,457,1197,5.0,993610548
406,480,42418,4.0,1179163479
407,414,832,3.0,961517861
408,75,3681,5.0,1158990136
409,318,3300,3.5,1413054581
410,589,231,4.0,856046112
411,274,4887,3.5,1171828357
412,414,2707,3.0,961436515
413,474,935,2.5,1077286719
414,52,49651,4.5,1468052156
415,594,2058,4.5,1108974431
416,552,4025,1.0,1112151327
417,19,3396,5.0,965705896
418,555,587,5.0,978746552
419,290,899,5.0,975030750
420,182,5015,4.5,1054780581
421,522,1375,3.5,1297482389
422,414,475,5.0,961517481
423,391,5325,4.0,1030824826
424,380,1370,4.0,1494803529
425,448,2642,3.0,1019124858
426,610,4794,5.0,1479544831
427,419,5632,3.0,1318338293
428,274,2231,3.5,1284687048
429,198,903,4.0,1034137690
430,358,89386,0.5,1339545805
431,199,1889,4.0,995165354
432,43,380,3.0,848993628
433,380,48982,5.0,1494696354
434,556,112852,5.0,1534321287
435,318,188833,4.5,1535035971
436,368,431,3.0,975827681
437,197,924,4.0,947462579
438,65,89774,4.0,1494767219
439,587,2300,1.0,953137813
440,382,56171,4.0,1515162047
441,277,849,4.0,861813040
442,587,2289,4.0,953137911
443,132,7323,3.0,1157924142
444,85,1643,5.0,889466918
445,104,709,3.0,1048589254
446,103,99764,3.5,1431954625
447,265,590,3.0,965316589
448,165,5881,3.0,1046741509
449,318,49396,3.5,1325866908
450,514,785,2.5,1533946183
451,346,2160,4.5,1125859034
452,64,1213,5.0,1161520853
453,20,986,3.5,1054038204
454,608,65,2.0,1117415653
455,160,4638,0.5,1065992214
456,606,1958,4.0,1171377019
457,222,97921,2.5,1391348117
458,597,1240,4.0,940420695
459,177,247,3.0,1435891198
460,492,1356,4.0,863976100
461,414,4265,3.0,990714050
462,610,138210,3.5,1493849856
463,362,8961,4.0,1530639812
464,480,147,4.0,1179160762
465,28,55290,3.0,1235975952
466,423,653,2.0,1155285454
467,132,6291,3.5,1157924194
468,570,150,4.0,1181476644
469,109,283,2.0,841275803
470,19,2033,3.0,965709172
471,414,88163,4.0,1324237568
472,304,293,4.0,918413027
473,125,87869,4.0,1474481433
474,561,1321,4.0,1491092201
475,610,54286,5.0,1493845026
476,219,8810,1.0,1194740368
477,583,46578,3.0,1481474181
478,51,934,1.0,1230930567
479,73,6936,5.0,1464197277
480,113,1721,4.0,980051838
481,83,27397,4.0,1333170865
482,111,176329,4.0,1517440844
483,590,1245,4.0,1297830426
484,249,33493,4.0,1347318713
485,590,1214,4.5,1258420654
486,330,223,4.5,1285905257
487,608,3268,2.0,1117506221
488,600,2124,4.0,1237709196
489,279,99112,3.0,1506395784
490,555,1676,1.0,978841648
491,555,420,3.0,980125838
492,63,1136,5.0,1443199789
493,599,2289,3.0,1498523268
494,453,2167,4.0,1005968155
495,411,252,3.0,835532370
496,68,8810,2.5,1261623188
497,305,47200,5.0,1513198994
498,274,5047,4.0,1197186290
499,152,64620,4.0,1450867893
500,590,7840,4.0,1258418451
501,160,2918,2.0,971113579
502,318,81158,3.0,1299452905
503,1,954,5.0,964983219
504,594,539,5.0,1109036787
505,231,1240,4.0,1433089490
506,51,3186,4.5,1230930213
507,520,5265,4.0,1326688193
508,525,111759,4.5,1476475963
509,323,527,4.5,1422640057
510,182,6537,0.5,1066331257
511,474,7137,3.5,1083935937
512,414,3037,4.0,961513402
513,606,2289,4.0,1171228952
514,504,4034,4.5,1072066241
515,119,5995,4.5,1439148522
516,546,2085,2.0,973588258
517,318,55442,4.0,1327169225
518,298,89087,0.5,1447517910
519,600,1302,2.0,1237764437
520,562,2420,5.0,1368892042
521,462,80862,4.5,1471576709
522,130,588,2.0,832589546
523,599,999,3.0,1498524359
524,100,497,4.0,1100183808
525,318,158972,4.0,1507743283
526,606,4027,4.5,1171362762
527,448,1884,2.5,1444051656
528,34,3997,2.0,1162050228
529,414,3994,4.0,993651935
530,509,37830,2.5,1435992724
531,517,1552,1.5,1487957704
532,7,1610,4.0,1106635429
533,424,1968,3.5,1457844042
534,226,7458,2.5,1160003959
535,562,1249,4.5,1368890735
536,221,456,4.5,1119984246
537,414,1804,2.0,961518492
538,150,141,5.0,854203072
539,393,5630,2.0,1430507680
540,380,5882,3.0,1493473938
541,356,48744,4.5,1229140932
542,356,104,3.0,1232430472
543,265,1193,3.0,965316088
544,474,2353,3.5,1081177871
545,199,969,4.0,1401308909
546,519,72998,4.0,1518478579
547,391,2987,5.0,1030825439
548,89,4899,2.0,1520408933
549,474,2866,3.5,1087831837
550,474,8979,4.0,1137521438
551,204,81591,4.5,1327183682
552,541,11,4.0,835643146
553,390,7371,4.5,1250341758
554,487,7361,4.0,1428574235
555,274,5956,3.0,1171756226
556,226,2151,3.0,1101596136
557,480,39381,4.0,1179163196
558,414,5423,2.0,1026740972
559,182,4727,3.5,1075765339
560,96,367,5.0,964773672
561,538,671,5.0,1307845538
562,262,132,3.0,840306317
563,36,25,2.5,1100803583
564,57,1252,5.0,965796471
565,275,2761,5.0,1049079020
566,47,587,4.0,1496205334
567,534,117529,3.5,1459787998
568,177,3798,3.5,1435524696
569,64,2085,3.0,1161566028
570,386,316,3.0,842610228
571,104,6012,3.0,1189089748
572,89,2355,3.5,1520408550
573,606,1916,3.0,1173392294
574,91,253,4.5,1112713303
575,438,2762,4.0,1105666343
576,382,1201,4.5,1515160728
577,603,2336,4.0,953926058
578,610,127198,4.5,1494273068
579,446,368,3.0,843839504
580,344,4022,3.0,1420497208
581,21,73319,3.0,1419794924
582,450,3972,5.0,974704663
583,576,1479,5.0,1358151494
584,177,1089,4.0,1435533711
585,89,134004,5.0,1520409359
586,510,1304,3.0,1141158793
587,45,1210,5.0,950726673
588,452,1240,5.0,1013395206
589,58,288,3.0,847718617
590,562,2942,4.0,1368896101
591,560,2671,2.5,1469649867
592,18,1729,4.0,1465468014
593,64,3041,3.5,1161565558
594,414,8961,4.0,1103609459
595,68,762,3.0,1261622750
596,113,804,3.0,980051922
597,274,3968,3.5,1175490193
598,448,3979,4.0,1023260776
599,356,2028,4.0,1229142773
600,446,357,4.0,843839327
601,489,4014,3.5,1334170939
602,274,2916,3.5,1171511524
603,307,1911,1.5,1186163122
604,610,778,5.0,1479542077
605,452,110,5.0,1013394732
606,469,1291,3.0,965333750
607,438,3916,4.0,1105650127
608,301,454,4.0,1211378304
609,343,1617,4.0,1202061345
610,517,78637,1.5,1487957992
611,414,5957,1.5,1095466291
612,119,139642,4.0,1505073229
613,448,2968,5.0,1019125273
614,584,60,5.0,834988340
615,160,5991,5.0,1058457539
616,21,81229,3.5,1419795367
617,590,5378,3.0,1258417905
618,517,953,4.5,1487953643
619,287,1784,2.5,1110230998
620,490,2959,3.5,1328145295
621,282,1221,5.0,1378489657
622,131,1213,4.0,1349840259
623,16,1198,3.5,1377476852
624,555,2942,3.0,978823527
625,541,218,4.0,835643421
626,382,59315,4.5,1515161893
627,212,4011,4.0,1490114818
628,474,4998,3.5,1139102575
629,193,1193,5.0,1435857277
630,298,2542,3.0,1447584553
631,279,85414,3.5,1506395358
632,523,95167,4.5,1503126296
633,483,76173,4.5,1330911978
634,305,73321,2.0,1518198697
635,177,69640,3.5,1435529826
636,318,73323,4.0,1293979929
637,380,6502,3.0,1493423038
638,45,2302,3.0,951170404
639,533,2959,5.0,1424753523
640,590,1086,4.5,1258423180
641,599,778,3.5,1498501560
642,298,48516,3.0,1447518007
643,357,2421,3.5,1348628259
644,73,93326,3.5,1464199611
645,460,1097,3.5,1359177501
646,199,161,3.5,1060289068
647,428,780,3.0,1111489231
648,289,1220,3.5,1143424582
649,184,94677,4.0,1537098823
650,387,7088,4.0,1094877241
651,483,6979,3.0,1178358831
652,240,160,4.0,849122346
653,427,5266,3.5,1053070638
654,412,2709,1.0,939113740
655,136,440,5.0,832449786
656,84,914,4.0,858772733
657,122,2,4.0,1461561176
658,381,1500,4.0,1165976012
659,608,180,2.5,1117337036
660,474,42004,4.0,1148784029
661,599,6873,2.5,1498528243
662,370,2571,4.0,1159162886
663,601,1917,4.0,1521397618
664,275,1663,5.0,1049076972
665,58,277,5.0,847719065
666,177,6874,3.5,1435523582
667,603,2022,4.0,953927858
668,405,68237,4.0,1295910982
669,489,4474,4.5,1333831871
670,451,852,4.0,854089743
671,125,65514,4.0,1474296551
672,493,3863,1.0,1001562434
673,606,6953,4.0,1175637643
674,104,72998,3.0,1292698887
675,219,441,2.0,1194686466
676,474,491,2.0,1089387285
677,19,1676,2.0,965709622
678,600,4226,4.0,1237742307
679,483,1407,2.5,1181496686
680,474,308,4.0,1054071868
681,255,344,5.0,1005717199
682,187,44199,3.5,1161850072
683,606,2789,4.0,1171833819
684,483,33004,4.5,1415579313
685,603,3361,4.0,953927813
686,609,116,3.0,847221025
687,182,2995,1.5,1075859308
688,177,905,4.0,1435535973
689,288,2739,4.0,980531740
690,492,100,3.0,863976249
691,68,165,3.5,1158531548
692,601,44191,4.0,1521467758
693,474,122,1.0,974669063
694,454,55820,3.5,1279547221
695,605,1381,2.5,1277094890
696,387,2356,3.0,1152261078
697,452,2989,4.0,1019580846
698,610,84772,3.5,1493846852
699,474,3451,4.5,1100119928
700,307,59315,5.0,1242822582
701,177,34336,2.5,1435837376
702,263,4973,4.0,1120071511
703,391,3271,4.0,1032388582
704,274,8957,3.5,1171759215
705,167,1917,1.0,1154718679
706,532,3703,5.0,1025523852
707,437,527,5.0,859721361
708,288,4963,3.5,1054569123
709,414,96488,4.5,1522624379
710,599,33294,2.5,1498518732
711,68,112175,4.5,1526948447
712,18,1206,4.5,1455050357
713,560,2683,3.5,1469654003
714,391,300,4.0,1032389866
715,232,4728,3.0,1218166950
716,317,68358,3.0,1430597321
717,68,88744,4.0,1313622695
718,157,527,5.0,992479576
719,305,63062,3.0,1460136820
720,249,595,4.0,1356439499
721,234,2142,3.0,1004409503
722,391,2580,4.0,1030825163
723,576,372,1.0,1358151493
724,41,920,3.0,1458939112
725,590,260,5.0,1258416665
726,156,440,3.0,946799476
727,594,592,4.5,1109036549
728,249,167370,3.5,1483910393
729,448,4775,0.5,1183909175
730,305,1237,3.5,1464676090
731,483,5502,3.5,1415579306
732,332,1291,4.0,1352672618
733,483,1673,4.0,1327277202
734,448,3173,3.0,1019139010
735,195,3203,4.0,1008558036
736,606,7705,4.0,1175781407
737,437,1213,5.0,859721556
738,89,158882,5.0,1520409576
739,318,3503,3.5,1423672264
740,570,2011,3.5,1181478154
741,379,19,2.0,847397556
742,606,3920,4.0,1171328086
743,469,3208,1.0,965335000
744,135,1597,4.0,1009692875
745,146,2124,3.5,1312509085
746,517,1210,2.0,1492338986
747,307,455,0.5,1186162451
748,84,1271,4.0,858772479
749,20,1148,5.0,1054038506
750,497,5349,3.0,1429191394
751,579,1831,3.0,958882002
752,270,733,3.0,853918793
753,305,62250,5.0,1460137466
754,313,10,4.0,1030556439
755,587,2406,4.0,953139030
756,474,3011,4.0,1047054405
757,274,48,2.0,1171943719
758,571,3550,2.0,966900512
759,64,5308,3.0,1161620624
760,222,98124,4.0,1391347603
761,369,165,3.5,1237082662
762,294,180,2.0,966594989
763,295,6016,4.0,1320064785
764,275,4973,5.0,1049079133
765,401,78499,3.5,1510449868
766,318,2105,4.0,1342626198
767,21,97913,2.0,1468114333
768,415,92535,4.5,1382470225
769,440,1960,4.0,1237568773
770,401,6297,3.5,1510449784
771,68,7151,3.0,1267237870
772,473,1760,0.5,1169351348
773,68,1377,3.5,1158533408
774,610,4725,4.0,1493848192
775,428,2671,1.0,1111489708
776,68,56336,2.0,1261622964
777,305,67255,5.0,1460137656
778,380,59315,5.0,1493420404
779,250,4886,4.0,1121217476
780,414,59784,4.0,1273977148
781,198,3868,4.0,1034197876
782,448,6333,4.0,1053503950
783,520,1732,3.5,1326609530
784,517,1287,0.5,1487953426
785,307,6687,1.0,1186260496
786,305,122912,4.5,1534613120
787,274,3717,3.5,1171511562
788,222,1201,3.5,1391350089
789,151,1367,3.0,855947672
790,492,839,4.0,863976410
791,104,2724,4.0,1048590425
792,341,788,3.5,1487196415
793,608,2133,2.5,1117505211
794,438,32019,3.0,1110134909
795,599,3906,2.0,1519336732
796,156,1234,4.0,939853183
797,448,1641,4.0,1019127396
798,42,380,3.0,996219248
799,292,2949,4.0,1332678642
800,288,34532,2.5,1141741451
801,309,1263,3.0,1086563613
802,606,51086,2.5,1179181274
803,414,2694,3.0,961436556
804,426,88125,4.5,1451080618
805,294,3524,2.0,966596048
806,42,4442,1.0,996216092
807,448,114818,2.5,1461411036
808,68,60941,2.0,1240092834
809,577,1101,4.0,945967480
810,365,162606,2.0,1489796755
811,483,5464,3.5,1415576140
812,601,170697,4.0,1521397626
813,217,504,3.0,955941505
814,606,1884,4.0,1171361064
815,493,1833,2.0,1001562357
816,332,2130,4.0,1352674304
817,19,1345,3.0,965704931
818,74,47629,4.0,1207500764
819,105,74324,4.5,1446622031
820,74,1221,5.0,1207502422
821,474,1217,4.0,1089386649
822,201,1196,5.0,939227261
823,182,5420,3.5,1054782890
824,475,82461,4.0,1498031136
825,9,1198,5.0,1044656716
826,474,6268,3.5,1062387773
827,119,33794,3.5,1450537446
828,181,277,4.0,845469893
829,331,63113,3.0,1537158426
830,380,86892,4.0,1493421383
831,137,2968,3.5,1204859040
832,561,102445,3.5,1491091225
833,448,2990,4.5,1092829543
834,292,5378,3.0,1039914974
835,357,26133,4.5,1348627535
836,305,93840,5.0,1460303548
837,217,2082,2.0,955935527
838,599,43677,2.0,1519367934
839,500,1148,4.0,1005528205
840,6,880,3.0,845556181
841,63,6942,2.5,1443200654
842,408,106916,4.0,1468361453
843,177,33836,3.0,1435529733
844,294,2915,5.0,966595614
845,274,493,3.5,1171829565
846,599,74668,3.5,1519179845
847,247,364,5.0,1467759767
848,95,6947,4.0,1071803718
849,430,329,3.0,965600256
850,560,6365,3.5,1469650024
851,305,480,2.0,1490211400
852,226,48780,4.0,1162427904
853,111,59784,2.5,1516141029
854,580,3676,2.5,1167790097
855,414,1407,4.0,961682008
856,307,2003,2.5,1186162140
857,182,1552,3.0,1055151328
858,305,67788,5.0,1518199066
859,283,1120,3.0,901227469
860,161,1965,2.5,1176498726
861,610,41712,4.0,1479545633
862,89,69122,3.5,1520408816
863,91,1909,3.0,1112712131
864,448,5420,2.0,1084800144
865,596,1748,4.5,1535833817
866,307,1584,2.0,1186161492
867,412,2724,4.0,939113844
868,275,1542,3.0,1049076773
869,414,4889,4.0,1016462828
870,29,56174,4.0,1309069586
871,469,70,2.0,965334011
872,603,909,4.0,1000194311
873,298,42011,1.0,1447599352
874,217,1883,3.0,955943368
875,92,1367,3.0,1294941797
876,356,2359,4.0,1229142095
877,260,2174,3.5,1109408272
878,610,78088,3.5,1493849229
879,103,923,4.0,1477519255
880,177,30793,2.5,1435524610
881,307,500,2.0,1186160992
882,217,2916,3.0,955936019
883,608,1586,2.5,1117504936
884,555,2518,3.0,978822017
885,555,2900,3.0,978823434
886,179,185,4.0,840907561
887,580,33493,5.0,1167674261
888,599,56145,3.0,1519120083
889,84,232,5.0,857653693
890,294,2496,3.0,966596142
891,19,3471,4.0,965703583
892,103,80572,4.0,1431956719
893,474,6327,3.5,1138486464
894,424,2296,3.0,1457846694
895,604,311,3.0,832080690
896,40,165,4.0,832058897
